Codigo;Materia
DAI512;SERVICIO SOCIAL
SST306;INGLÉS III
DAI602;DIBUJO MECANICO II
DAI602;DIBUJO MECANICO II
INS104;INGLES IV
PGC407;INGLÉS IV
DAI111;GEOMETRÍA APLICADA
DAI111;GEOMETRÍA APLICADA
DAI111;GEOMETRÍA APLICADA
DAI111;GEOMETRÍA APLICADA
DAI111;GEOMETRÍA APLICADA
CMA104;INGLÉS IV
DAI113;HISTORIA DE LA ARQUITECTURA  Y LA INGENIERÍA
SST405;INGLÉS IV
DAI112;MANEJO DE INSTRUMENTOS MANUALES
DAI112;MANEJO DE INSTRUMENTOS MANUALES
DAI112;MANEJO DE INSTRUMENTOS MANUALES
DAI112;MANEJO DE INSTRUMENTOS MANUALES
DAI112;MANEJO DE INSTRUMENTOS MANUALES
PGC507;INGLES V
DAI114;FORMACIÓN DEMOCRÁTICA Y CIUDADANA
INS105;INGLÉS V
DAI115;EXPRESIÓN ORAL Y ESCRITA
INS106;INGLÉS VI
DAI222;COLOR, AMBIENTACIÓN E IMAGEN
DAI222;COLOR, AMBIENTACIÓN E IMAGEN
PGC607;INGLÉS VI
DAI223;DIBUJO ARQUITECTÓNICO I (BAJA COMPLEJIDAD)
DAI223;DIBUJO ARQUITECTÓNICO I (BAJA COMPLEJIDAD)
301EG;INMUNOLOGIA
DAI221;MANEJO DE INSTRUMENTOS DIGITALES I (2D BÁSICO)
DAI221;MANEJO DE INSTRUMENTOS DIGITALES I (2D BÁSICO)
BIO7052;INMUNOLOGÍA Y TERAPIA
DAI220;DIBUJO DE INGENIERÍA I (ESTRUCTURAS DE BAJA COMPLEJIDAD )
DAI220;DIBUJO DE INGENIERÍA I (ESTRUCTURAS DE BAJA COMPLEJIDAD )
DAI220;DIBUJO DE INGENIERÍA I (ESTRUCTURAS DE BAJA COMPLEJIDAD )
INS101;INGLES I
INS101;INGLES I
PGC703;INNOVACIÓN Y DESARROLLO DE PRODUCTOS GASTRONÓMICOS
DAI225;ÉTICA
TSG502;INNOVACIÓN, CREATIVIDAD Y EMPRENDIMIENTO
DAI224;MODELACIÓN MANUAL
DAI224;MODELACIÓN MANUAL
INS0115;INTELIGENCIA DE NEGOCIOS
DAI334;NORMATIVIDAD
BIO505;INTERACCIÓN CELULAR
DAI333;DIBUJO TOPOGRÁFICO I (MANUAL)
DAI333;DIBUJO TOPOGRÁFICO I (MANUAL)
INS102;INGLES II
INS102;INGLES II
INS102;INGLES II
CV1003;INTERVENTORIA DE OBRAS
DAI336;PROCESOS CONSTRUCTIVOS
PGC204;INTRODUCCIÓN A LA ADMINISTRACIÓN
DAI335;MODELACIÓN DIGITAL
DAI335;MODELACIÓN DIGITAL
DAI3045;INTRODUCCION A LA ARQUITECTURA I
DAI331;MANEJO DE INSTRUMENTOS DIGITALES II (2D AVANZADO - 3D BÁSICO)
DAI331;MANEJO DE INSTRUMENTOS DIGITALES II (2D AVANZADO - 3D BÁSICO)
DAI4065;INTRODUCCION A LA ARQUITECTURA II
DAI330;DIBUJO DE INGENIERÍA II (INSTALACIONES Y DETALLES CONSTRUCTIVOS DE BAJA COMPLEJIDAD)
DAI330;DIBUJO DE INGENIERÍA II (INSTALACIONES Y DETALLES CONSTRUCTIVOS DE BAJA COMPLEJIDAD)
DAI330;DIBUJO DE INGENIERÍA II (INSTALACIONES Y DETALLES CONSTRUCTIVOS DE BAJA COMPLEJIDAD)
DAI5065;INTRODUCCION A LA ARQUITECTURA III
DAI332;DIBUJO ARQUITECTÓNICO II (MEDIA ALTA COMPLEJIDAD)
BIO103;INTRODUCCIÓN A LA BIOTECNOLOGÍA
DAI442;DIBUJO ARQUITECTÓNICO III (LEVANTAMIENTOS)
BIO203;INTRODUCCIÓN A LA BIOTECNOLOGÍA II
DAI441;MANEJO DE INSTRUMENTOS DIGITALES III (3D AVANZADO-MODELACIÓN PARAMÉTRICA BÁSICA)
DAI441;MANEJO DE INSTRUMENTOS DIGITALES III (3D AVANZADO-MODELACIÓN PARAMÉTRICA BÁSICA)
CC101;INTRODUCCIÓN A LA CONSTRUCCIÓN
DAI444;DIBUJO DE INGENIERÍA III (INSTALACIONES Y ESTRUCTURAS DE MEDIA-ALTA COMPLEJIDAD)
PGC102;INTRODUCCION A LA GASTRONOMIA Y CULINARIA
DAI443;DIBUJO TOPOGRÁFICO II (DIGITAL)
TGA103;INTRODUCCION A LA GESTION AMBIENTAL
DAI440;PRESUPUESTO Y PROGRAMACIÓN
TGTV303;INTRODUCCIÓN A LA GESTIÓN DE SERVICIOS TURÍSTICOS
DAI445;FUNDAMENTOS Y METODOLOGÍA DE LA INVESTIGACIÓN
INS103;INGLES III
IA102;INTRODUCCIÓN A LA INGENIERÍA AMBIENTAL
ICO101;INTRODUCCIÓN A LA INGENIERÍA COMERCIAL
DAI552;CARTOGRAFÍA Y SISTEMAS DE INFORMACIÓN GEOGRÁFICA
GC311;INTRODUCCIÓN A LA INVESTIGACIÓN Y DIAGNÓSTICO SOCIAL
FAI001;MATEMÁTICAS OPERATIVAS
FAI001;MATEMÁTICAS OPERATIVAS
PDS09;INTRODUCCIÓN A LA PLANEACIÓN
TGA101;BIOLOGIA
PDS01;INTRODUCCIÓN A LAS CIENCIAS SOCIALES
INS009;ELECTIVA I
GC111;INTRODUCCIÓN A LAS CIENCIAS SOCIALES
TGA103;INTRODUCCION A LA GESTION AMBIENTAL
PDS023;INTRODUCCIÓN A LOS SISTEMAS DE INFORMACIÓN GEOGRÁFICOS
TGA102;QUIMICA
INS002;FORMACION DEMOCRATICA Y CIUDADANA
INS002;FORMACION DEMOCRATICA Y CIUDADANA
INS101;INGLES I
INS101;INGLES I
INS101;INGLES I
FAI003;LECTOESCRITURA Y HABILIDADES COMUNICATIVAS
FAI003;LECTOESCRITURA Y HABILIDADES COMUNICATIVAS
PDS07;INTRODUCCIÓN AL ANÁLISIS POLÍTICO
TGA203;ECONOMIA AMBIENTAL
FAI006;ESTADÍSTICA
FAI006;ESTADÍSTICA
PDS06;INTRODUCCIÓN AL CAMPO DISCIPLINAR
TGA201;ECOLOGIA
PDS020;INTRODUCCIÓN AL DERECHO ADMINISTRATIVO
SST104;INTRODUCCIÓN AL PROGRAMA SST
TGA205;HIDROMETEROLOGIA
TSG106;INTRODUCCIÓN AL SERVICIO GASTRONÓMICO
TGA204;LEGISLACION AMBIENTAL
AET102;INTRODUCCIÓN AL TURISMO
TGA202;SISTEMAS DE INFORMACION GEOGRAFICA (SIG)
TGTV302;INTRODUCCIÓN AL TURISMO RECEPTIVO
TGA304;GESTION AMBIENTAL EMPRESARIAL
AET402;INTRODUCCIÓN GERENCIA DE INTERMEDIACIÓN Y TRANSPORTE
TGA302;GESTION DEL AIRE
AET504;INTRODUCCIÓN GERENCIA DEL ALOJAMIENTO Y EVENTOS
AE601;INVESTIGACION DE MERCADOS
ICO705;INVESTIGACIÓN DE MERCADOS Y ANÁLISIS DEL ENTORNO
TGA303;PLANIFICACION AMBIENTAL DEL TERRITORIO
GC114;LECTO ESCRITURA Y HABILIDADES COMUNICATIVAS
TGA305;PRINCIPIOS DE ADMINISTRACION AMBIENTAL
INS102;INGLES II
INS102;INGLES II
INS102;INGLES II
FAI003;LECTOESCRITURA Y HABILIDADES COMUNICATIVAS
INS011;ELECTIVA III
SST106;LECTOESCRITURA Y HABILIDADES COMUNICATIVAS
TGA402;GESTION DE RESIDUOS (RSU Y PELIGROSOS)
GC112;LECTURA CONTEXTUAL LOCAL, NACIONAL E INTERNACIONAL
TGA405;METODOLOGIA DE LA INVESTIGACION
TGA204;LEGISLACION AMBIENTAL
TGA40101;CONSTRUCCION SOSTENIBLE II
IA604;LEGISLACIÓN AMBIENTAL
TGA40103;GESTION DEL RIESGO II
TGC402;LEGISLACIÓN CATASTRAL
TGA403;SISTEMAS DE GESTION
ICO301;LEGISLACIÓN COMERCIAL Y LABORAL
TGA404;SOSTENIBILIDAD AMBIENTAL
FAI015;EMPRENDIMIENTO E INNOVACIÓN
INS103;INGLES III
INS103;INGLES III
INS103;INGLES III
CC607;LEGISLACIÓN COMERCIAL Y TRIBUTARIA
TGA504;EVALUACION DEL IMPACTO AMBIENTAL
AET302;LEGISLACIÓN EMPRESARIAL
TGA502;FORMULACION Y EVALUACION DE PROYECTOS AMBIENTALES
ARQ804;LEGISLACION LABORAL
CC506;LEGISLACIÓN LABORAL
TGA50101;CONSTRUCCION SOSTENIBLE III
SST302;LEGISLACIÓN LABORAL
TGA50103;GESTION DEL RIESGO III
ARQ805;LEGISLACION Y NORMATIVIDAD URBANA
TGA505;SEGURIDAD Y SALUD EN EL TRABAJO
TGA505;SEGURIDAD Y SALUD EN EL TRABAJO
FAI016;ÉTICA
INS104;INGLES IV
INS104;INGLES IV
FAI017;PRÁCTICA LABORAL
INS066;LENGUA MATERNA  (VIRTUAL)
TGC102;BASE DE DATOS
TGC102;BASE DE DATOS
CC204;LEVANTAMIENTO E INTERPRETACIÓN DE PLANOS
TGC101;DIBUJO
TGC101;DIBUJO
TGC101;DIBUJO
BIO5061;LINEA MICROBIOLOGÍA INDUSTRIAL
TGC103;GEOGRAFIA Y CARTOGRAFIA
TGC103;GEOGRAFIA Y CARTOGRAFIA
TGC103;GEOGRAFIA Y CARTOGRAFIA
ICO601;LÓGICA DE PROCESOS DE NEGOCIO (BPMN)
FAI020;GEOMETRÍA
FAI020;GEOMETRÍA
FAI020;GEOMETRÍA
INS002;FORMACION DEMOCRATICA Y CIUDADANA
INS002;FORMACION DEMOCRATICA Y CIUDADANA
INS101;INGLES I
INS101;INGLES I
INS101;INGLES I
INS101;INGLES I
CC703;LOGÍSTICA EN PROYECTOS DE CONSTRUCCIÓN
INS0129;LÚDICAS PARA ORIENTAR EL OFICIO DE INVESTIGAR
ICO504;MACROECONOMÍA
TGC201;MATERIALES Y SISTEMAS CONSTRUCTIVOS
EGR008;MANEJO DE DESASTRES
TGC204;ORDENAMIENTO TERRITORIAL
FAI014;METODOLOGÍA DE LA INVESTIGACIÓN
FAI014;METODOLOGÍA DE LA INVESTIGACIÓN
TGC203;MANEJO DE INSTRUMENTOS DIGITALES
DAI221;MANEJO DE INSTRUMENTOS DIGITALES I (2D BÁSICO)
INS102;INGLES II
INS102;INGLES II
INS102;INGLES II
INS102;INGLES II
DAI331;MANEJO DE INSTRUMENTOS DIGITALES II (2D AVANZADO - 3D BÁSICO)
TGC30201;ORDENAMIENTO TERRITORIAL I
DAI441;MANEJO DE INSTRUMENTOS DIGITALES III (3D AVANZADO-MODELACIÓN PARAMÉTRICA BÁSICA)
DAI505;MANEJO DE INSTRUMENTOS DIGITALES IV
DAI112;MANEJO DE INSTRUMENTOS MANUALES
CC202;MAQUINARIA Y EQUIPO
TSG105;MATEMÁTICA
TGC40401;ORDENAMIENTO TERRITORIAL II
INS103;INGLES III
INS103;INGLES III
INS103;INGLES III
INS104;INGLES IV
INS104;INGLES IV
SST101;MATEMÁTICAS
BIO101;MATEMÁTICAS  OPERATIVAS
AET204;MATEMÁTICAS APLICADA
TGTV205;MATEMÁTICAS COMERCIALES
TGC501;GEOESTADÍSTICA
PDS030;MATEMÁTICAS FINANCIERA
NA100;MATEMATICAS GENERAL
FAI015;EMPRENDIMIENTO E INNOVACIÓN
FAI017;PRÁCTICA LABORAL
AET104;MATEMÁTICAS GENERAL
101EM;MORFOLOGIA I
101EM;MORFOLOGIA I
101EM;MORFOLOGIA I
101EM;MORFOLOGIA I
101EM;MORFOLOGIA I
101EM;MORFOLOGIA I
101EM;MORFOLOGIA I
101EM;MORFOLOGIA I
FAI001;MATEMÁTICAS OPERATIVAS
SA200;BIOLOGIA
SA200;BIOLOGIA
SA200;BIOLOGIA
SA200;BIOLOGIA
SA200;BIOLOGIA
PGC101;MATEMÁTICAS OPERATIVAS
SA220;QUIMICA
SA220;QUIMICA
SA220;QUIMICA
SA220;QUIMICA
SA220;QUIMICA
SA220;QUIMICA
SA220;QUIMICA
SA220;QUIMICA
TGC201;MATERIALES Y SISTEMAS CONSTRUCTIVOS
NA100;MATEMATICAS GENERAL
NA100;MATEMATICAS GENERAL
NA100;MATEMATICAS GENERAL
NA100;MATEMATICAS GENERAL
NA100;MATEMATICAS GENERAL
PGC104;MATERIAS PRIMAS
CA100;INFORMATICA I
CA100;INFORMATICA I
CA100;INFORMATICA I
CA100;INFORMATICA I
CA100;INFORMATICA I
TSG107;MATERIAS PRIMAS
NB100;COMPETENCIA LECTORA EN INGLES I
NB100;COMPETENCIA LECTORA EN INGLES I
NB100;COMPETENCIA LECTORA EN INGLES I
IA401;MECÁNICA DE FLUIDOS
201EA;ANALISIS INSTRUMENTAL BIOMEDICO
201EA;ANALISIS INSTRUMENTAL BIOMEDICO
201EA;ANALISIS INSTRUMENTAL BIOMEDICO
201EA;ANALISIS INSTRUMENTAL BIOMEDICO
201EA;ANALISIS INSTRUMENTAL BIOMEDICO
201EA;ANALISIS INSTRUMENTAL BIOMEDICO
201EA;ANALISIS INSTRUMENTAL BIOMEDICO
SST401;MEDICINA DEL TRABAJO
SA240;BIOQUIMICA I
SA240;BIOQUIMICA I
SA240;BIOQUIMICA I
SA240;BIOQUIMICA I
SA240;BIOQUIMICA I
INS0137;MEMORIA HISTÓRICA, PAZ Y CONTEXTOS
NA110;ESTADISTICA
NA110;ESTADISTICA
NA110;ESTADISTICA
NA110;ESTADISTICA
NA110;ESTADISTICA
ICO801;MERCADEO INTERNACIONAL
SA230;GENETICA
SA230;GENETICA
SA230;GENETICA
SA230;GENETICA
SA230;GENETICA
SA230;GENETICA
SA230;GENETICA
SA230;GENETICA
AE6042;MERCADEO TURISTICO
201EM;MORFOLOGIA II
201EM;MORFOLOGIA II
201EM;MORFOLOGIA II
201EM;MORFOLOGIA II
201EM;MORFOLOGIA II
AE7052;MERCADEO TURISTICO II
NB101;COMPETENCIA LECTORA EN INGLES II
NB101;COMPETENCIA LECTORA EN INGLES II
NB101;COMPETENCIA LECTORA EN INGLES II
AE8032;MERCADEO TURISTICO III
301EF;BACTERIOLOGIA I
301EF;BACTERIOLOGIA I
301EF;BACTERIOLOGIA I
301EF;BACTERIOLOGIA I
301EF;BACTERIOLOGIA I
301EF;BACTERIOLOGIA I
301EF;BACTERIOLOGIA I
301EF;BACTERIOLOGIA I
301EF;BACTERIOLOGIA I
301EF;BACTERIOLOGIA I
301EF;BACTERIOLOGIA I
PGC5052;MERCADOS Y CLIENTES I
HA100;EPISTEMOLOGIA I
HA100;EPISTEMOLOGIA I
HA100;EPISTEMOLOGIA I
PGC6052;MERCADOS Y CLIENTES II
301HF;FISIOLOGIA
301HF;FISIOLOGIA
301HF;FISIOLOGIA
PGC7052;MERCADOS Y CLIENTES III
301EG;INMUNOLOGIA
301EG;INMUNOLOGIA
301EG;INMUNOLOGIA
301EG;INMUNOLOGIA
301EG;INMUNOLOGIA
301EG;INMUNOLOGIA
301EG;INMUNOLOGIA
301EG;INMUNOLOGIA
301EG;INMUNOLOGIA
SST303;METODOLOGÍA DE INVESTIGACIÓN
HE100;METODOLOGIA Y TECNICAS DE LA INVESTIGACION I
HE100;METODOLOGIA Y TECNICAS DE LA INVESTIGACION I
HE100;METODOLOGIA Y TECNICAS DE LA INVESTIGACION I
GC413;METODOLOGÍA DE INVESTIGACIÓN EN CONTEXTOS COMUNITARIOS
401EG;BACTERIOLOGIA II
401EG;BACTERIOLOGIA II
401EG;BACTERIOLOGIA II
401EG;BACTERIOLOGIA II
401EG;BACTERIOLOGIA II
401EG;BACTERIOLOGIA II
401EG;BACTERIOLOGIA II
TGA405;METODOLOGIA DE LA INVESTIGACION
HC100;ETICA
HC100;ETICA
HC100;ETICA
BIO601;METODOLOGÍA DE LA INVESTIGACION
401EK;FUNDAMENTOS DE FARMACOLOGIA Y TOXICOLOGIA
401EK;FUNDAMENTOS DE FARMACOLOGIA Y TOXICOLOGIA
401EK;FUNDAMENTOS DE FARMACOLOGIA Y TOXICOLOGIA
401EK;FUNDAMENTOS DE FARMACOLOGIA Y TOXICOLOGIA
401EK;FUNDAMENTOS DE FARMACOLOGIA Y TOXICOLOGIA
401EK;FUNDAMENTOS DE FARMACOLOGIA Y TOXICOLOGIA
401EK;FUNDAMENTOS DE FARMACOLOGIA Y TOXICOLOGIA
FAI014;METODOLOGÍA DE LA INVESTIGACIÓN
401EH;QUIMICA CLINICA I
401EH;QUIMICA CLINICA I
401EH;QUIMICA CLINICA I
401EH;QUIMICA CLINICA I
401EH;QUIMICA CLINICA I
401EH;QUIMICA CLINICA I
401EH;QUIMICA CLINICA I
401EH;QUIMICA CLINICA I
401EH;QUIMICA CLINICA I
401EH;QUIMICA CLINICA I
401EH;QUIMICA CLINICA I
401EH;QUIMICA CLINICA I
401EH;QUIMICA CLINICA I
401EH;QUIMICA CLINICA I
ARQA702;METODOLOGÍA DE LA INVESTIGACIÓN
401EJ;VIROLOGIA
401EJ;VIROLOGIA
401EJ;VIROLOGIA
GC4161;METODOLOGÍA DIALÓGICO-PARTICIPATIVAS
SA100;DESARROLLO A LA COMUNIDAD
SA100;DESARROLLO A LA COMUNIDAD
SA100;DESARROLLO A LA COMUNIDAD
GC5161;METODOLOGÍA DIALÓGICO-PARTICIPATIVAS
501EI;HEMATOLOGIA I
501EI;HEMATOLOGIA I
501EI;HEMATOLOGIA I
501EI;HEMATOLOGIA I
501EI;HEMATOLOGIA I
501EI;HEMATOLOGIA I
501EI;HEMATOLOGIA I
AET405;METODOLOGÍA Y TÉCNICAS DE LA INVESTIGACIÓN
501EJ;PARASITOLOGIA
501EJ;PARASITOLOGIA
501EJ;PARASITOLOGIA
501EJ;PARASITOLOGIA
501EJ;PARASITOLOGIA
501EJ;PARASITOLOGIA
501EJ;PARASITOLOGIA
501EJ;PARASITOLOGIA
501EJ;PARASITOLOGIA
501EJ;PARASITOLOGIA
501EJ;PARASITOLOGIA
PGC205;METODOLOGÍA Y TÉCNICAS DE LA INVESTIGACIÓN
501EB;QUIMICA CLINICA II
501EB;QUIMICA CLINICA II
501EB;QUIMICA CLINICA II
501EB;QUIMICA CLINICA II
501EB;QUIMICA CLINICA II
501EB;QUIMICA CLINICA II
501EB;QUIMICA CLINICA II
HE100;METODOLOGIA Y TECNICAS DE LA INVESTIGACION I
SA110;SALUD PUBLICA
SA110;SALUD PUBLICA
SA110;SALUD PUBLICA
BIO7051;MÉTODOS DE PURIFICACIÓN Y SEPARACIÓN
SA120;FUNDAMIENTOS DE ADMINISTRACION
SA120;FUNDAMIENTOS DE ADMINISTRACION
SA120;FUNDAMIENTOS DE ADMINISTRACION
PDS039;MÉTODOS Y ESTRATEGIAS DE INTERVENCIÓN PROFESIONAL
601EH;BROMATOLOGIA
601EH;BROMATOLOGIA
601EH;BROMATOLOGIA
601EH;BROMATOLOGIA
601EH;BROMATOLOGIA
601EH;BROMATOLOGIA
601EH;BROMATOLOGIA
CC505;MEZCLAS Y CONCRETO
601HE;EPIDEMIOLOGÍA
601HE;EPIDEMIOLOGÍA
601HE;EPIDEMIOLOGÍA
601EC;MICOLOGIA
HB100;FORMACION DEMOCRATICA Y CIUDADANA
HB100;FORMACION DEMOCRATICA Y CIUDADANA
HB100;FORMACION DEMOCRATICA Y CIUDADANA
IA502;MICROBIOLOGÍA AMBIENTAL
601EB;HEMATOLOGIA II Y BANCO DE SANGRE
601EB;HEMATOLOGIA II Y BANCO DE SANGRE
601EB;HEMATOLOGIA II Y BANCO DE SANGRE
601EB;HEMATOLOGIA II Y BANCO DE SANGRE
601EB;HEMATOLOGIA II Y BANCO DE SANGRE
601EB;HEMATOLOGIA II Y BANCO DE SANGRE
601EB;HEMATOLOGIA II Y BANCO DE SANGRE
BIO402;MICROBIOLOGÍA I
601EC;MICOLOGIA
601EC;MICOLOGIA
601EC;MICOLOGIA
601EC;MICOLOGIA
601EC;MICOLOGIA
601EC;MICOLOGIA
601EC;MICOLOGIA
HB100;FORMACION DEMOCRATICA Y CIUDADANA
BIO503;MICROBIOLOGÍA II
701EP;PRACTICA PROFESIONAL
701EP;PRACTICA PROFESIONAL
701EP;PRACTICA PROFESIONAL
PGC303;MICROBIOLOGÍA Y CONSERVACIÓN DE LOS ALIMENTOS
801EP;PRACTICA PROFESIONAL
ICO6041;MINERÍA DE DATOS
BIO101;MATEMÁTICAS  OPERATIVAS
BIO101;MATEMÁTICAS  OPERATIVAS
BIO101;MATEMÁTICAS  OPERATIVAS
PGC502;MIXOLOGÍA
BIO102;QUÍMICA GENERAL
BIO102;QUÍMICA GENERAL
BIO102;QUÍMICA GENERAL
BIO102;QUÍMICA GENERAL
BIO102;QUÍMICA GENERAL
BIO102;QUÍMICA GENERAL
BIO102;QUÍMICA GENERAL
BIO102;QUÍMICA GENERAL
TSG504;MIXOLOGÍA
BIO103;INTRODUCCIÓN A LA BIOTECNOLOGÍA
BIO103;INTRODUCCIÓN A LA BIOTECNOLOGÍA
BIO103;INTRODUCCIÓN A LA BIOTECNOLOGÍA
ARQA206;MODELACIÓN
BIO104;BIOLOGÍA GENERAL
BIO104;BIOLOGÍA GENERAL
BIO104;BIOLOGÍA GENERAL
BIO104;BIOLOGÍA GENERAL
BIO104;BIOLOGÍA GENERAL
DAI335;MODELACIÓN DIGITAL
BIO201;CÁLCULO DIFERENCIAL
DAI224;MODELACIÓN MANUAL
BIO202;QUÍMICA ORGÁNICA
BIO202;QUÍMICA ORGÁNICA
BIO202;QUÍMICA ORGÁNICA
BIO202;QUÍMICA ORGÁNICA
BIO202;QUÍMICA ORGÁNICA
101EM;MORFOLOGIA I
BIO203;INTRODUCCIÓN A LA BIOTECNOLOGÍA II
BIO203;INTRODUCCIÓN A LA BIOTECNOLOGÍA II
BIO203;INTRODUCCIÓN A LA BIOTECNOLOGÍA II
201EM;MORFOLOGIA II
BIO204;BIOLOGÍA CELULAR
BIO204;BIOLOGÍA CELULAR
BIO204;BIOLOGÍA CELULAR
BIO204;BIOLOGÍA CELULAR
BIO204;BIOLOGÍA CELULAR
INS0126;MOVILIDAD Y SOSTENIBILIDAD URBANA
BIO205;GENÉTICA
BIO205;GENÉTICA
BIO205;GENÉTICA
BIO205;GENÉTICA
BIO205;GENÉTICA
DAI334;NORMATIVIDAD
BIO301;CÁLCULO INTEGRAL
CC503;NORMATIVIDAD DE LA CONSTRUCCIÓN
BIO302;FÍSICA
BIO302;FÍSICA
ECS205;NUEVOS MATERIALES
BIO303;BIOQUÍMICA
BIO303;BIOQUÍMICA
BIO303;BIOQUÍMICA
BIO303;BIOQUÍMICA
BIO303;BIOQUÍMICA
PGC405;NUTRICIÓN Y DIETÉTICA
BIO304;ANÁLISIS QUÍMICO
BIO304;ANÁLISIS QUÍMICO
TSG205;NUTRICIÓN Y DIETÉTICA
BIO305;BIOLOGÍA MOLECULAR
BIO305;BIOLOGÍA MOLECULAR
CV604;OBRA BLANCA
BIO403;BIOFÍSICA
CC201;OBRA NEGRA
BIO402;MICROBIOLOGÍA I
BIO402;MICROBIOLOGÍA I
INS086;OFIMATICA
BIO406;ECOFISIOLOGÍA VEGETAL
BIO406;ECOFISIOLOGÍA VEGETAL
BIO406;ECOFISIOLOGÍA VEGETAL
BIO406;ECOFISIOLOGÍA VEGETAL
BIO406;ECOFISIOLOGÍA VEGETAL
ICO702;OPERACIONES ADMINISTRATIVAS COMERCIALES
BIO401;ESTADÍSTICA GENERAL
BIO401;ESTADÍSTICA GENERAL
BIO401;ESTADÍSTICA GENERAL
BIO404;OPERACIONES UNITARIAS
BIO404;OPERACIONES UNITARIAS
PDS0421;Optativa 1 Línea 1
BIO405;BIOINFORMÁTICA
PDS0422;Optativa 1 Línea 2
BIO501;DISEÑO EXPERIMENTAL
PDS0423;Optativa 1 Línea 3
BIO502;INGENIERÍA DE BIOPROCESOS
BIO502;INGENIERÍA DE BIOPROCESOS
PDS0491;OPTATIVA 2 LÍNEA 1
BIO503;MICROBIOLOGÍA II
BIO503;MICROBIOLOGÍA II
PDS0492;OPTATIVA 2 LÍNEA 2
BIO504;BIOTECNOLOGÍA VEGETAL Y TEJIDOS
BIO504;BIOTECNOLOGÍA VEGETAL Y TEJIDOS
PDS0493;OPTATIVA 2 LÍNEA 3
BIO505;INTERACCIÓN CELULAR
BIO505;INTERACCIÓN CELULAR
ARQA703;ORDENAMIENTO TERRITORIAL
TGC204;ORDENAMIENTO TERRITORIAL
ARQA7053;ORDENAMIENTO TERRITORIAL I
BIO602;ADMINISTRACIÓN
IA7002;ORDENAMIENTO TERRITORIAL I
BIO605;BIOTECNOLOGÍA AMBIENTAL
BIO605;BIOTECNOLOGÍA AMBIENTAL
TGC30201;ORDENAMIENTO TERRITORIAL I
BIO601;METODOLOGÍA DE LA INVESTIGACION
ARQA8033;ORDENAMIENTO TERRITORIAL II
BIO603;ÉTICA PARA LAS CIENCIAS DE LA VIDA
IA8002;ORDENAMIENTO TERRITORIAL II
BIO604;BIOTECNOLOGÍA ENZIMÁTICA
BIO604;BIOTECNOLOGÍA ENZIMÁTICA
TGC40401;ORDENAMIENTO TERRITORIAL II
IA9002;ORDENAMIENTO TERRITORIAL III
DAI5063;ORDENAMIENTO TERRITORIAL III
BIO701;BIOTECNOLOGÍA Y SOCIEDAD
TGC50601;ORDENAMIENTO TERRITORIAL III
BIO702;BIOTECNOLOGÍA ANIMAL
BIO702;BIOTECNOLOGÍA ANIMAL
EGR009;ORGANIZACIÓN PARA LA GESTIÓN DEL RIESGO ARTICULADO AL ORDENAMIENTO TERRITORIAL Y A LA PLANIFICACIÓN DEL DESARROLLO
BIO703;PROYECTOS BIOTECNOLÓGICOS
ARQA7051;PAISAJE I
BIO704;BIOTECNOLOGÍA DE ALIMENTOS
BIO704;BIOTECNOLOGÍA DE ALIMENTOS
ARQA8031;PAISAJE II
ARQ7041;PAISAJE III
PGC503;PANIFICACIÓN Y USOS DEL PAN
BIO801;PRÁCTICA PROFESIONAL I
501EJ;PARASITOLOGIA
TSG405;PASTELERÍA
SST101;MATEMÁTICAS
SST101;MATEMÁTICAS
SST101;MATEMÁTICAS
SST101;MATEMÁTICAS
SST101;MATEMÁTICAS
SST101;MATEMÁTICAS
SST101;MATEMÁTICAS
SST101;MATEMÁTICAS
SST101;MATEMÁTICAS
CC606;PATOLOGÍA DE LA EDIFICACIÓN
SST102;BIOLOGÍA
SST102;BIOLOGÍA
SST102;BIOLOGÍA
SST102;BIOLOGÍA
SST102;BIOLOGÍA
SST102;BIOLOGÍA
SST102;BIOLOGÍA
SST102;BIOLOGÍA
SST102;BIOLOGÍA
CV6086;PATOLOGÍA I
SST103;QUÍMICA
SST103;QUÍMICA
SST103;QUÍMICA
SST103;QUÍMICA
SST103;QUÍMICA
SST103;QUÍMICA
SST103;QUÍMICA
SST103;QUÍMICA
SST103;QUÍMICA
CV7076;PATOLOGÍA II
SST104;INTRODUCCIÓN AL PROGRAMA SST
SST104;INTRODUCCIÓN AL PROGRAMA SST
SST104;INTRODUCCIÓN AL PROGRAMA SST
CV8086;PATOLOGÍA III
SST105;INGLÉS I
SST105;INGLÉS I
SST105;INGLÉS I
SST105;INGLÉS I
SST105;INGLÉS I
SST105;INGLÉS I
SST105;INGLÉS I
DAI3041;PATRIMONIO I
SST106;LECTOESCRITURA Y HABILIDADES COMUNICATIVAS
SST106;LECTOESCRITURA Y HABILIDADES COMUNICATIVAS
SST106;LECTOESCRITURA Y HABILIDADES COMUNICATIVAS
DAI4061;PATRIMONIO II
SST202;BIOESTADÍSTICA
SST202;BIOESTADÍSTICA
SST202;BIOESTADÍSTICA
SST202;BIOESTADÍSTICA
SST202;BIOESTADÍSTICA
DAI5061;PATRIMONIO III
SST201;FÍSICA
SST201;FÍSICA
SST201;FÍSICA
SST201;FÍSICA
EPU001;PENSAMIENTO ESTRATÉGICO DE CIUDAD: CONCURRENCIA Y GOBERNANZA CON LIDERAZGO
